CC,ECC,PI,PSN
FR,e1,f642,GRANDSUD
FR,e1,f644,PRESENCE
FR,e1,f645,  RTS   
FR,e1,f646,R DAUTAN
FR,e1,f647,GALAXIE 
FR,e1,f648,R MURET 
FR,e1,f649, FM 81  
FR,e1,f650,SUDRADIO
FR,e1,f652,DIVERGEN
FR,e1,f654,OCCITANA
FR,e1,f655,HIT FM  
FR,e1,f656,  RDA   
FR,e1,f659,VALLESPI
FR,e1,f660,ECCLESIA
FR,e1,f679,NOSTALG 
FR,e1,f680,ALBIGES 
FR,e1,f681,ECCLESIA
FR,e1,f682,OXYGENE 
FR,e1,f683,CONTACT 
FR,e1,f684, PIC FM 
FR,e1,f685,DELTA FM
FR,e1,f686,CielBleu
FR,e1,f687,FILD'EAU
FR,e1,f689,TRANSPAR
FR,e1,f68a,TLSE FM 
FR,e1,f68b,DISTO   
FR,e1,f68c,02 TER  
FR,e1,f68d,R.LARZAC
FR,e1,f68e,R TEMPS 
FR,e1,f692,100/100 
FR,e1,f694, R D L S
FR,e1,f695,CANALSUD
FR,e1,f696,ANT.D'OC
FR,e1,f697,RCOTEAUX
FR,e1,f698,RADIO 16
FR,e1,f6a0, CLAPAS 
FR,e1,f6a1,EKO 88.5
FR,e1,f6a2,FREQ LUZ
FR,e1,f6a3, LODEVE 
FR,e1,f6a4,R. RADIO
FR,e1,f6a5,PRESENCE
FR,e1,f6a6,  VFM   
FR,e1,f6a8, ATOMIC 
FR,e1,f6a9, ARRELS 
FR,e1,f6ab,PRESENCE
FR,e1,f6ac,PRESENCE
FR,e1,f6ad,MON PAIS
FR,e1,f6ae,DECIBEL 
FR,e1,f6af,SALVETAT
FR,e1,f6b1,BOOSTER 
FR,e1,f6b2,R.NIMES 
FR,e1,f6b3, PIC FM 
FR,e1,f6b4,R.G.O.  
FR,e1,f6b6, R-P-H  
FR,e1,f6b7, FLASH  
FR,e1,f6b8,LITTORAL
FR,e1,f6b9, 3 D FM 
FR,e1,f6c0,  PAIS  
FR,e1,f6c1,LENGADOC
FR,e1,f6c2,ESCAPADE
FR,e1,f6c3,MARGERID
FR,e1,f6c4,BALLADE 
FR,e1,f6c5,CAMPUSFM
FR,e1,f6c6,GASCOGNE
FR,e1,f6c7,EVANGILE
FR,e1,f6c9,LACAUNE 
FR,e1,f6d1,INTERVAL
FR,e1,f6d3,PLUS FM 
FR,e1,f6d4, AXE SUD
FR,e1,f6d5,LENGADOC
FR,e1,f6d6, RAJE   
FR,e1,f6d7,PYRENEES
FR,e1,f6d8,RAD ASSO
FR,e1,f6de,INTERVAL
FR,e1,f6e0,PIRENEOS
FR,e1,f6e2,FESTIVAL
FR,e1,f6e3,   ONE  
FR,e1,f731,ACCENT 4
FR,e1,f732,DREYECKL
FR,e1,f733,LATITUDE
FR,e1,f734,TOPMUSIC
FR,e1,f735, Kit FM 
FR,e1,f739, RCF 57 
FR,e1,f73b, MAGNUM 
FR,e1,f742, RADIO 8
FR,e1,f743,DIRECTFM
FR,e1,f744,JUDAICA 
FR,e1,f748,CHAMP FM
FR,e1,f749, FAJET  
FR,e1,f750,  RVM   
FR,e1,f751, PHARE  
FR,e1,f752, VOSGES 
FR,e1,f753,RCF LOR 
FR,e1,f75b,FR VERTE
FR,e1,f75c,DYNAMYK 
FR,e1,f783,HAPPY FM
FR,e1,f784,AZUR FM 
FR,e1,f786,RPL     
FR,e1,f787,FLOR FM 
FR,e1,f791, EST FM 
FR,e1,f793,MELODIE 
FR,e1,f795,  ECN   
FR,e1,f796, DECLIC 
FR,e1,f797,MEUSE FM
FR,e1,f798,ARIA    
FR,e1,f799, THEME  
FR,e1,f7a0,LIBERTE 
FR,e1,f7a1,COCKTAIL
FR,e1,f7a2, R.B.S. 
FR,e1,f7a4,FUGI FM 
FR,e1,f7a5,  RDL   
FR,e1,f7a6,CRISTAL 
FR,e1,f7a7,RBALLONS
FR,e1,f7a8,CIGALEFM
FR,e1,f7aa,"RCM 97,6"
FR,e1,f7ab, LOR'FM 
FR,e1,f7ac,STUDIO 1
FR,e1,f7ad,PHARE FM
FR,e1,f7ae,ACTIVITE
FR,e1,f7af,CERISEFM
FR,e1,f7b0,BELLEVUE
FR,e1,f7b1, BOUTON 
FR,e1,f7b2,  R M N 
FR,e1,f7b3,VIVRADIO
FR,e1,f7b4, R D M  
FR,e1,f7b5,  RCB   
FR,e1,f7b7,LA PRIM 
FR,e1,f7b8,GRAFFITI
FR,e1,f7b9, R A S  
FR,e1,f7ba,  IRIS  
FR,e1,f7bb,  R S N 
FR,e1,f7bd, R.C.N  
FR,e1,f7be, R J R  
FR,e1,f7bf,RESO FM 
FR,e1,f7c0, ACTIVE 
FR,e1,f7c1,BULLE FM
FR,e1,f7c2,GUEMOZOT
FR,e1,f832,  PLUS  
FR,e1,f833,RADIO 74
FR,e1,f837,FC RADIO
FR,e1,f83a, M T I  
FR,e1,f841,J A Z Z 
FR,e1,f842, ESPACE 
FR,e1,f844, T F M  
FR,e1,f845,MONTAGNE
FR,e1,f846,PERRINE 
FR,e1,f847,MT-BLANC
FR,e1,f848, IMPACT 
FR,e1,f849,RADIO B 
FR,e1,f850,GRESIVAU
FR,e1,f851,  RCF   
FR,e1,f852, DECLIC 
FR,e1,f853,  RDWA  
FR,e1,f857,RADIODIO
FR,e1,f859,RADIOFMR
FR,e1,f85a,SEQUENCE
FR,e1,f85e,MILENIUM
FR,e1,f85f,R ROYANS
FR,e1,f860, CALADE 
FR,e1,f861,RADMAGNY
FR,e1,f862,ITALIA38
FR,e1,f863,ITALIA69
FR,e1,f864,ESPERANC
FR,e1,f865, SCOOP  
FR,e1,f866,  ALTO  
FR,e1,f867, SEMNOZ 
FR,e1,f869,PHARE FM
FR,e1,f86a,PHARE FM
FR,e1,f86b,  H2O   
FR,e1,f86c,FESTIVAL
FR,e1,f880, H O T  
FR,e1,f881,PFMRADIO
FR,e1,f883,LYON1ERE
FR,e1,f885, R K H  
FR,e1,f886,SOLEILFM
FR,e1,f887, TONIC  
FR,e1,f888, FREQ 7 
FR,e1,f889,LOIRE FM
FR,e1,f890,  CANUT 
FR,e1,f891, CAMPUS 
FR,e1,f892,R D B FM
FR,e1,f893,PIXEL FM
FR,e1,f894,SAMOENS 
FR,e1,f895,NEW'S FM
FR,e1,f896,PASSION 
FR,e1,f898,R-SALAM 
FR,e1,f899, JUDAICA
FR,e1,f8a1, Max FM 
FR,e1,f8a2,SORGIAFM
FR,e1,f8a3,FONTAINE
FR,e1,f8a4, CAPSAO 
FR,e1,f8a5,R PLAINE
FR,e1,f8a6,ELLEBORE
FR,e1,f8a7,KALEIDOS
FR,e1,f8a8,  MEGA  
FR,e1,f8a9, SOL FM 
FR,e1,f8aa,OXYGENE 
FR,e1,f8ab,INFO RC 
FR,e1,f8ac,RADIO A 
FR,e1,f8ad,PLURIEL 
FR,e1,f8af,RADIO M 
FR,e1,f8b0,FEVER   
FR,e1,f8b1,RADIOBLV
FR,e1,f8b2,ZIG-ZAG 
FR,e1,f8b3, ACTIV  
FR,e1,f8b4,  RVR   
FR,e1,f8b5,ARMENIE 
FR,e1,f8b7,DRAGON  
FR,e1,f8b8,COULEURS
FR,e1,f8c0,R. D'ICI
FR,e1,f8c1,R'TIGNES
FR,e1,f8c2, R'ARCS 
FR,e1,f8c3,R'MERIBL
FR,e1,f8c4,R'PLAGNE
FR,e1,f8c5,VAL 96.1
FR,e1,f8c6,ONDAINE 
FR,e1,f8c7,ZONES938
FR,e1,f8c8,FERREOL 
FR,e1,f8c9,R'COURCH
FR,e1,f8ca,BRUME   
FR,e1,f900,SYSTEME 
FR,e1,f902,SORGIAFM
FR,e1,f932,RADIO 6 
FR,e1,f933,MONA FM 
FR,e1,f934, METRO  
FR,e1,f935,DELTA FM
FR,e1,f939,CANAL FM
FR,e1,f940,  RFM   
FR,e1,f941,UYLENSPI
FR,e1,f942,RDLradio
FR,e1,f943,HORIZON 
FR,e1,f944,BruayRDL
FR,e1,f948,  PLUS  
FR,e1,f949,ECHO FM 
FR,e1,f952, CAMPUS 
FR,e1,f953,RADIO 3D
FR,e1,f961,KOLAVIV 
FR,e1,f980, R2M +  
FR,e1,f981,PASTELFM
FR,e1,f982,PLANETE 
FR,e1,f984,RCM 98.4
FR,e1,f985,"BLC 90,9"
FR,e1,f987,"RBM 99,6"
FR,e1,f988,GALAXIE 
FR,e1,f990,BANQUISE
FR,e1,f991,RENCONTR
FR,e1,f992,TRANSAT 
FR,e1,f994,CLUB1057
FR,e1,f996, SCARPE 
FR,e1,fa31,HIT WEST
FR,e1,fa37,  NTI   
FR,e1,fa38,NEPTUNE 
FR,e1,fa40, FORUM  
FR,e1,fa41,GRAFFITI
FR,e1,fa43,CAROLINE
FR,e1,fa44,JET FM  
FR,e1,fa45,MILENIUM
FR,e1,fa47, OCEAN  
FR,e1,fa48,R.M. SUD
FR,e1,fa53, KERNE  
FR,e1,fa54,MELODY  
FR,e1,fa56,ALTERNAN
FR,e1,fa58,  FMC   
FR,e1,fa59,RMN FM  
FR,e1,fa5b, TIMBRE 
FR,e1,fa5d,ATLANTIS
FR,e1,fa5e, FREQ 8 
FR,e1,fa61,ALOUETTE
FR,e1,fa62, CAMPUS 
FR,e1,fa63,JADE FM 
FR,e1,fa80, LASER  
FR,e1,fa81,FIDELITE
FR,e1,fa82,EMERAUDE
FR,e1,fa83,JAIME   
FR,e1,fa84,BONHEUR 
FR,e1,fa85,Canal B 
FR,e1,fa86,PLUM'FM 
FR,e1,fa87,OXYGENE 
FR,e1,fa88, OCEANE 
FR,e1,fa89,SUN 93FM
FR,e1,fa91,FREQ 10 
FR,e1,fa92,ARVORIG 
FR,e1,fa93, C-lab  
FR,e1,fa94,REVASION
FR,e1,fa96,Decibel 
FR,e1,fa97, R.P.V. 
FR,e1,fa98, MUTINE 
FR,e1,fa99, R K B  
FR,e1,fa9a,R RENNES
FR,e1,fa9b,SOLEIL35
FR,e1,fa9c, R N B  
FR,e1,fa9d, COB FM 
FR,e1,fa9e, EVASION
FR,e1,fa9f,RADIO G 
FR,e1,faa0,ZENITHFM
FR,e1,faa1,UNIVERS 
FR,e1,faa2,BROGWEND
FR,e1,faa3, NOV FM 
FR,e1,faa4, RPS FM 
FR,e1,faa5,HARMONIE
FR,e1,faa8,LA TRIBU
FR,e1,faa9, ACTIV' 
FR,e1,fab1, PRUN'  
FR,e1,fab2,KERNEWS 
FR,e1,fab4,RADIO U 
FR,e1,fab6,EURADIO 
FR,e1,fab7,BONHEUR 
FR,e1,fab8,NEPTUNE 
FR,e1,fb32,VIRE FM 
FR,e1,fb35, SEA FM 
FR,e1,fb37, VIRGIN 
FR,e1,fb38,TENDANCE
FR,e1,fb39,CRISTAL 
FR,e1,fb42,  666   
FR,e1,fb44,ALBATROS
FR,e1,fb46,FREQSILL
FR,e1,fb47,  RLS   
FR,e1,fb48,PREVERT 
FR,e1,fb49, TSF 98 
FR,e1,fb53,ORNITHO 
FR,e1,fb54,P.ACTIF 
FR,e1,fb55,CONTACT 
FR,e1,fb56, HAG FM 
FR,e1,fb59,RCF14-50
FR,e1,fb5a,P.ACTIF 
FR,e1,fb80, R.V.L. 
FR,e1,fb81,INTENS' 
FR,e1,fb83, R A M  
FR,e1,fb84,"RTV 95,7"
FR,e1,fb86,ALPA1073
FR,e1,fb87, R.C.2  
FR,e1,fb88,RADIOHDR
FR,e1,fb89,SWEET FM
FR,e1,fb90,  RGC   
FR,e1,fb91, ESPACE 
FR,e1,fb92,  FLAM  
FR,e1,fb93,CARTABLE
FR,e1,fb94, PULSE  
FR,e1,fb95,RCDF 104
FR,e1,fb96,HORIZON 
FR,e1,fc33,NEVERS  
FR,e1,fc34, F PLUS 
FR,e1,fc35,RADIOSUD
FR,e1,fc36, OMEGA  
FR,e1,fc37,R-N0 1  
FR,e1,fc38,VILLAGES
FR,e1,fc39,DIVERSIT
FR,e1,fc3a, CAMPUS 
FR,e1,fc40,  S N R 
FR,e1,fc41, BAC FM 
FR,e1,fc42,PLEINAIR
FR,e1,fc44,  RNB   
FR,e1,fc46,R.BRESSE
FR,e1,fc48,F.AMITIE
FR,e1,fc49,TRIAGEFM
FR,e1,fc50,FLOTTEUR
FR,e1,fc51,"BIP 96,9"
FR,e1,fc52, R C V  
FR,e1,fc53,RPERGAUD
FR,e1,fc54,  RCF   
FR,e1,fc55,   RCF  
FR,e1,fc56,RTSFPLUS
FR,e1,fc67,  STAR  
FR,e1,fc81,AMITIE  
FR,e1,fc82, CAMPUS 
FR,e1,fc83, CACTUS 
FR,e1,fc84,RADYONNE
FR,e1,fc85,R-MORVAN
FR,e1,fc86, SHALOM 
FR,e1,fc88,TONIC FM
FR,e1,fc89, RVM FM 
FR,e1,fc90, PREVERT
FR,e1,fc91,ALEO    
FR,e1,fc92, AVALLON
FR,e1,fc93,R.SWING 
FR,e1,fc94,CULTURES
FR,e1,fc95,  K6FM  
FR,e1,fc96,PLCOEUR 
FR,e1,fc97,VINTAGE 
FR,e1,fca1,STOLLIAC
FR,e1,fca3,AUXOISFM
FR,e1,fd2e,GURE IR 
FR,e1,fd30, R.V.V. 
FR,e1,fd31,X.BOTZA 
FR,e1,fd32, RCF16  
FR,e1,fd33,RVI101.4
FR,e1,fd34, WIT FM 
FR,e1,fd37,HELENEFM
FR,e1,fd38, MIXXFM 
FR,e1,fd41,  RBN   
FR,e1,fd42,  MDM   
FR,e1,fd43, ISA FM 
FR,e1,fd44, ARL FM 
FR,e1,fd45,BLACKBOX
FR,e1,fd47, ORION  
FR,e1,fd48,LAPURDI 
FR,e1,fd49,NEWWEST 
FR,e1,fd53,EUROINFO
FR,e1,fd54,VOGUE   
FR,e1,fd55,IRULEGI 
FR,e1,fd56,RLP102.3
FR,e1,fd57,Côte Sud
FR,e1,fd58,ALBRETFM
FR,e1,fd59,ATTITUDE
FR,e1,fd5a,RCFERRET
FR,e1,fd5b,RBA 90.4
FR,e1,fd5c,R.DUNES 
FR,e1,fd82,MELODIFM
FR,e1,fd83,COLLEGE 
FR,e1,fd84,R.P.O   
FR,e1,fd85,DEMOISEL
FR,e1,fd86, RCM FM 
FR,e1,fd87,  NOVA  
FR,e1,fd88,ENJOY 33
FR,e1,fd89,STAR FM 
FR,e1,fd90,  RVB   
FR,e1,fd91,RADIO 4 
FR,e1,fd92,CRISTAL 
FR,e1,fd93,MENDILIA
FR,e1,fd94,BERGERAC
FR,e1,fd95, V.D.A  
FR,e1,fd96,ROLORON 
FR,e1,fd98, ESPOIR 
FR,e1,fd99, LA CLE 
FR,e1,fda0,T.MARINE
FR,e1,fda1, BULLE  
FR,e1,fda3,CFMRADIO
FR,e1,fda4,VOIXBEAR
FR,e1,fda5,RLIBERTE
FR,e1,fda8,PLAGE FM
FR,e1,fda9, CAMPUS 
FR,e1,fdb0,R. PONS 
FR,e1,fdb1, R.E.M. 
FR,e1,fdb2,  ZOOM  
FR,e1,fdb3,SOUVENIR
FR,e1,fdb4, INSIDE 
FR,e1,fdb5, SOLEIL 
FR,e1,fdb6, 47 FM  
FR,e1,fdb7,  R D C 
FR,e1,fdb8,GOLD FM 
FR,e1,fdb9, R.B.H. 
FR,e1,fdc1,POSITIF 
FR,e1,fdf8, F G L  
FR,e1,fe10,  R F I 
FR,e1,fe32, N.DAME 
FR,e1,fe33,ELLES FM
FR,e1,fe34,TROPIQUE
FR,e1,fe35,EVASION 
FR,e1,fe40, OUI FM 
FR,e1,fe41, ESPACE 
FR,e1,fe42,CONTACT 
FR,e1,fe43,CHANTE F
FR,e1,fe45,VOLTAGE 
FR,e1,fe48,  R V E 
FR,e1,fe50,  GENE  
FR,e1,fe52,ENGHIEN 
FR,e1,fe53,MUSICBOX
FR,e1,fe55,PUISALEI
FR,e1,fe57,OXYGENE 
FR,e1,fe58,"RVM 93,7"
FR,e1,fe5a,EVRYONE 
FR,e1,fe5e,RL.89.4 
FR,e1,fe81,  VEXIN 
FR,e1,fe82,  REZO  
FR,e1,fe84,HANDI FM
FR,e1,fe86,SENSA   
FR,e1,fe87,MERCURE 
FR,e1,fe89,URBANHIT
FR,e1,fe92,RGB 99.2
FR,e1,fe93,AFRICA 1
FR,e1,fe95,  77FM  
FR,e1,fe96,MIL'PAT'
FR,e1,fe97,MANGEMBO
FR,e1,fe99, B-P-M  
FR,e1,fea1,HORIZON 
FR,e1,fec5,Graf'hit
FR,e1,fed5,NOYONAIR
FR,e1,ff35,"RPA107,4"
FR,e1,ff36,ALTITUDE
FR,e1,ff37, RBA FM 
FR,e1,ff38,"RGB 94,3"
FR,e1,ff39,BRENIGES
FR,e1,ff3a,EMERGENC
FR,e1,ff3b, R.P.G  
FR,e1,ff3c, BRAM FM
FR,e1,ff3d,PL COEUR
FR,e1,ff40,RTF 95.4
FR,e1,ff41,BEAUB FM
FR,e1,ff42,R CAMPUS
FR,e1,ff43,SWING.FM
FR,e1,ff44,LOGOS FM
FR,e1,ff45, FUSION 
FR,e1,ff46,RMJ     
FR,e1,ff47,R VASSIV
FR,e1,ff48,ARVERNE 
FR,e1,ff49, KAOLIN 
FR,e1,ff4a,VARIANCE
FR,e1,ff50, FM 43  
FR,e1,ff51, RCF 19 
FR,e1,ff52,  RMB   
FR,e1,ff53,  RVA   
FR,e1,ff54,  FM 43 
FR,e1,ff5a,COSMICFM
FR,e1,ff63,JORDANNE
FR,e1,ff70,OPEN FM 
FR,e1,ff80,BOCAGE  
FR,e1,ff81, P A C  
FR,e1,ff82,CRAPONNE
FR,e1,ff84,ALOUETTE
FR,e1,ff85,FLASH FM
FR,e1,ff86,TARTASSE
FR,e1,ff87,RQQG 101
FR,e1,ff88,RJFM    
FR,e1,ff89,COQLICOT
FR,e1,ff8a,VICOMTE 
GB,e1,c051,Red Kite
GB,e1,c052,Vectis  
GB,e1,c07c,SECKLOW 
GB,e1,c07d,WITNEYFM
GB,e1,c082,Hayes FM
GB,e1,c083,Salford 
GB,e1,c084,  ZACK  
GB,e1,c085,Mcr106.6
GB,e1,c086, TONE FM
GB,e1,c087, LEGACY 
GB,e1,c088,Hillz FM
GB,e1,c089,Ambur   
GB,e1,c08d, BRECKS 
GB,e1,c08e,KOAST FM
GB,e1,c08f,INSANITY
GB,e1,c092,LGR103.3
GB,e1,c094,Sheppey 
GB,e1,c095,HOSPITAL
GB,e1,c096,Unity FM
GB,e1,c097, RNA FM 
GB,e1,c098,Capital 
GB,e1,c09a, Salaam 
GB,e1,c09b,SKYLINE 
GB,e1,c09c, Sangam 
GB,e1,c09d,  WIRE  
GB,e1,c09e,TIME1075
GB,e1,c09f,BoltonFM
GB,e1,c0a6,WYCSOUND
GB,e1,c0a7,REVIVAL 
GB,e1,c0ab,RibbleFM
GB,e1,c0ac,1 BTN FM
GB,e1,c0ad,EndeavFM
GB,e1,c0ae,Funky SX
GB,e1,c0af,  3TFM  
GB,e1,c0b1,Phoenix 
GB,e1,c0b2,POOL FM 
GB,e1,c0b5,Sig 107 
GB,e1,c0b9,Wyth FM 
GB,e1,c0be,Nova FM 
GB,e1,c201,Radio 1 
GB,e1,c202,BBC R2  
GB,e1,c203,BBC R3  
GB,e1,c204,BBC R4  
GB,e1,c2a1,Classic 
GB,e1,c316,BBC Gael
GB,e1,c319,BBC Ulst
GB,e1,c351,  More  
GB,e1,c361,Heart   
GB,e1,c362,Heart   
GB,e1,c363,Heart   
GB,e1,c364,Heart SX
GB,e1,c365,Heart   
GB,e1,c366,Heart   
GB,e1,c368,Heart   
GB,e1,c369,Heart   
GB,e1,c36a,Heart   
GB,e1,c36b,Heart   
GB,e1,c36c,Heart   
GB,e1,c36d,Heart   
GB,e1,c36e,Heart   
GB,e1,c370,Capital 
GB,e1,c371,Capital 
GB,e1,c372,Capital 
GB,e1,c373,Capital 
GB,e1,c377,Capital 
GB,e1,c37a,Capital 
GB,e1,c37b,Cap XTRA
GB,e1,c382, NATION 
GB,e1,c383,  Kiss  
GB,e1,c385, Sam FM 
GB,e1,c389,PirateFM
GB,e1,c38b,  Star  
GB,e1,c38c,Stray FM
GB,e1,c38d,  2BR   
GB,e1,c38e,Y COAST 
GB,e1,c39d,  STAR  
GB,e1,c3a0,Smooth  
GB,e1,c3a2, Smooth 
GB,e1,c3a3,Heart   
GB,e1,c3a4,Heart   
GB,e1,c3a5,Kiss 101
GB,e1,c3a6,Radio SX
GB,e1,c3a7,Smooth  
GB,e1,c3a8,Heart   
GB,e1,c3a9,Heart   
GB,e1,c3aa,Heart   
GB,e1,c3ab,Gem 106 
GB,e1,c3ac,  Kiss  
GB,e1,c3ad,Wave 105
GB,e1,c3ae,Heart   
GB,e1,c3af, SPIRIT 
GB,e1,c3b7, Touch  
GB,e1,c3b8,CONNECT 
GB,e1,c3ba, Breeze 
GB,e1,c3bb, Breeze 
GB,e1,c3bc,Stray FM
GB,e1,c3bd,  kmfm  
GB,e1,c3be,MANX FM 
GB,e1,c3bf,Free-C&W
GB,e1,c411,BBC Cnwl
GB,e1,c412,BBC Bstl
GB,e1,c413,BBC WM  
GB,e1,c414,BBC C&W 
GB,e1,c415,BBC Scot
GB,e1,c417,BBC Jrsy
GB,e1,c418,BBCWales
GB,e1,c419,BBC Fyle
GB,e1,c41a,BBC Camb
GB,e1,c41b,BBCCymru
GB,e1,c451,  More  
GB,e1,c460,Heart   
GB,e1,c461,Heart   
GB,e1,c462,Heart   
GB,e1,c463,Heart   
GB,e1,c464,Heart SX
GB,e1,c465,Heart   
GB,e1,c466,Heart   
GB,e1,c467,Heart   
GB,e1,c468,Heart   
GB,e1,c469,Heart   
GB,e1,c46a,Heart   
GB,e1,c46b,Heart   
GB,e1,c46c,Heart   
GB,e1,c46d,Heart   
GB,e1,c46e,Heart   
GB,e1,c470,Capital 
GB,e1,c471,Capital 
GB,e1,c472,Capital 
GB,e1,c473,Capital 
GB,e1,c474,Radio X 
GB,e1,c477,Capital 
GB,e1,c478,  LBC   
GB,e1,c479,Capital 
GB,e1,c47a,Capital 
GB,e1,c47b,Cap XTRA
GB,e1,c482,  3FM   
GB,e1,c484,Q RADIO 
GB,e1,c485, Sam FM 
GB,e1,c487,Spire FM
GB,e1,c489,PirateFM
GB,e1,c48a,ECFM    
GB,e1,c48b,  Star  
GB,e1,c48c,JACK fm 
GB,e1,c48d,2BR     
GB,e1,c48e,Y COAST 
GB,e1,c48f,Signal 1
GB,e1,c493,Angel IW
GB,e1,c494,Peak FM 
GB,e1,c496,BLAST106
GB,e1,c498,107Spark
GB,e1,c499, Tower  
GB,e1,c49a,Rev 96.2
GB,e1,c49d,* STAR *
GB,e1,c49e,TRAX FM 
GB,e1,c49f,  Fire  
GB,e1,c4a0,Smooth  
GB,e1,c4a1,Classic 
GB,e1,c4a2,Smooth  
GB,e1,c4a3,Heart   
GB,e1,c4a4,Heart   
GB,e1,c4a6,Radio SX
GB,e1,c4a9,Heart   
GB,e1,c4aa,Heart   
GB,e1,c4af,SPIRIT  
GB,e1,c4b3,ABSOLUTE
GB,e1,c4b4,Absolute
GB,e1,c4b6, Q 102.9
GB,e1,c4b8,CONNECT 
GB,e1,c4b9,Lincs FM
GB,e1,c4ba, Breeze 
GB,e1,c4bb, Breeze 
GB,e1,c4bc,Stray FM
GB,e1,c4bd,kmfm ash
GB,e1,c511,BBC H&W 
GB,e1,c512,BBC Leic
GB,e1,c515,BBC Scot
GB,e1,c517,BBC Gnsy
GB,e1,c518,BBCWales
GB,e1,c519,BBC Ulst
GB,e1,c51a,BBC Camb
GB,e1,c51b,BBCCymru
GB,e1,c551,  More  
GB,e1,c55f,RUTLAND 
GB,e1,c561,Heart   
GB,e1,c562,Heart   
GB,e1,c563,Heart   
GB,e1,c564,Heart SX
GB,e1,c565,Heart   
GB,e1,c566,Heart   
GB,e1,c568,Heart   
GB,e1,c569,Heart   
GB,e1,c56a,Heart   
GB,e1,c56b,Heart   
GB,e1,c56c,Heart   
GB,e1,c56d,Heart   
GB,e1,c56e,Heart   
GB,e1,c570,Capital 
GB,e1,c571,Capital 
GB,e1,c572,Capital 
GB,e1,c573,Capital 
GB,e1,c574,Radio X 
GB,e1,c577,Capital 
GB,e1,c57a,Capital 
GB,e1,c57b,Cap XTRA
GB,e1,c582, Cam FM 
GB,e1,c583,  U105  
GB,e1,c584,Hits Rad
GB,e1,c585,Sam FM  
GB,e1,c586, 103 FM 
GB,e1,c587,TCR FM  
GB,e1,c588,AIR     
GB,e1,c589,PirateFM
GB,e1,c58a, S U S Y
GB,e1,c58b,  Star  
GB,e1,c58c,Bute FM 
GB,e1,c58d,2BR     
GB,e1,c58e,Y COAST 
GB,e1,c590,IMAGINE 
GB,e1,c592,R Failte
GB,e1,c595,60 North
GB,e1,c596,Drystone
GB,e1,c598,MANSF'LD
GB,e1,c599,Connect 
GB,e1,c59a,Touch CV
GB,e1,c59b,Dee106.3
GB,e1,c59c,TAKEOVER
GB,e1,c59d,* STAR *
GB,e1,c59f,BridgeFM
GB,e1,c5a0,Smooth  
GB,e1,c5a1,Classic 
GB,e1,c5a2,Smooth  
GB,e1,c5a6,Radio SX
GB,e1,c5a8,Heart   
GB,e1,c5a9,Heart   
GB,e1,c5aa,Heart   
GB,e1,c5af, SPIRIT 
GB,e1,c5b1, Clyde1 
GB,e1,c5b2,COOL FM 
GB,e1,c5b3, R.Carms
GB,e1,c5b4,NECR FM 
GB,e1,c5b5,THE WAVE
GB,e1,c5b6,TheBeach
GB,e1,c5b8, Oban FM
GB,e1,c5ba, Breeze 
GB,e1,c5bb, Breeze 
GB,e1,c5bd,  kmfm  
GB,e1,c5bf,Free-H&W
GB,e1,c611,BBC Humb
GB,e1,c612,BBC Manc
GB,e1,c613,BBC Wlts
GB,e1,c614,BBC Mrsy
GB,e1,c615,BBC Scot
GB,e1,c617,BBC 3CR 
GB,e1,c618,BBCWales
GB,e1,c619,BBC Kent
GB,e1,c61a,BBC Shrp
GB,e1,c61b,BBCCymru
GB,e1,c651,  More  
GB,e1,c661,Heart   
GB,e1,c663,Heart   
GB,e1,c664,Heart SX
GB,e1,c665,Heart   
GB,e1,c668,Heart   
GB,e1,c669,Heart   
GB,e1,c66b,Heart   
GB,e1,c66c,Heart   
GB,e1,c670,Capital 
GB,e1,c671,Capital 
GB,e1,c673,Capital 
GB,e1,c675,Capital 
GB,e1,c677,Capital 
GB,e1,c680, ZETLAND
GB,e1,c681,Banbury 
GB,e1,c682, NATION 
GB,e1,c686,Touch   
GB,e1,c687,Tameside
GB,e1,c688,  WCR   
GB,e1,c68a,Frome FM
GB,e1,c68e, Y COAST
GB,e1,c690,MEARNSFM
GB,e1,c693,Sig 107 
GB,e1,c694,964Eagle
GB,e1,c695,60 NORTH
GB,e1,c696,Canlside
GB,e1,c69a,THE BEAT
GB,e1,c69b,Silk1069
GB,e1,c69c,  DALES 
GB,e1,c69d,  STAR  
GB,e1,c69e,RIDINGS 
GB,e1,c69f,MARLOWFM
GB,e1,c6a1,Classic 
GB,e1,c6a2, Smooth 
GB,e1,c6a3,Heart   
GB,e1,c6a8,Heart   
GB,e1,c6b0,-JACKIE-
GB,e1,c6b2,IslandFM
GB,e1,c6b4,Sig 107 
GB,e1,c6b5,KLFM96.7
GB,e1,c6b6,WAVES FM
GB,e1,c6b7,  WISH  
GB,e1,c6ba, Breeze 
GB,e1,c6bb, Breeze 
GB,e1,c6bd,  kmfm  
GB,e1,c711,BBCStoke
GB,e1,c712,BBC Suff
GB,e1,c713,BBCWltSn
GB,e1,c715,BBC Scot
GB,e1,c717,BBC 3CR 
GB,e1,c718,BBCWales
GB,e1,c719,BBCNottm
GB,e1,c71a,BBCBerks
GB,e1,c71b,BBCCymru
GB,e1,c751,  More  
GB,e1,c761,Heart   
GB,e1,c763,Heart   
GB,e1,c764,Heart SX
GB,e1,c768,Heart   
GB,e1,c769,Heart   
GB,e1,c76b,Heart   
