CC,ECC,PI,PSN
RS,e2,3b77,Dukagjin
RS,e2,4349,    CITY
RS,e2,450a,GLAM    
RS,e2,5000, HIT FM 
RS,e2,5001,NEXT TV 
RS,e2,5220,Dukagjin
RS,e2,5555,RADIO 5 
RS,e2,560b,  RFI   
RS,e2,6003,MOJDOBER
RS,e2,606f,BOOM 93 
RS,e2,60aa,ENERGIJA
RS,e2,60bb, MAX FM 
RS,e2,61cc,R.MARIJA
RS,e2,6acc,----GONG
RS,e2,6e56,T  D  I 
RS,e2,8287,PLUS FM 
RS,e2,84d9, H I T  
RS,e2,8870,P U L S 
RS,e2,9007,*STRELA*
RS,e2,9080,DRENASI 
RS,e2,9200,L U N A 
RS,e2,9228,RADIO 21
RS,e2,92c3,KOSOVA 1
RS,e2,92c5,KOSOVA 2
RS,e2,9770,SKAY FM 
RS,e2,a000,PODUJEVE
RS,e2,b4a1, PANDA  
RS,e2,c954,  J A T 
RS,e2,d005, DUNAV  
RS,e2,d007,BISER FM
RS,e2,d00a,KLIK FM 
RS,e2,d00e, SIGNAL 
RS,e2,d012,NOSTALGI
RS,e2,d014,POZEGA  
RS,e2,d020,*BANKER*
RS,e2,d024, *CER*  
RS,e2,d025, *CER*  
RS,e2,d030, Beseda 
RS,e2,d031, N A X I
RS,e2,d035,RADIO S4
RS,e2,d040,  022   
RS,e2,d041, TOP FM 
RS,e2,d045, RUBIN  
RS,e2,d049,JUGOVIC 
RS,e2,d053, IMPULS 
RS,e2,d060, RTI FM 
RS,e2,d063,PECINCI 
RS,e2,d065,T  D  I 
RS,e2,d067, Impuls 
RS,e2,d079,INDJIJA 
RS,e2,d080, KRUNA  
RS,e2,d084,021     
RS,e2,d087,AMI*****
RS,e2,d088,DEDAL   
RS,e2,d08c, LJUBAV 
RS,e2,d08e, AMORE  
RS,e2,d091,  GEM   
RS,e2,d095,*MALISHE
RS,e2,d099,OMEGA-3 
RS,e2,d0af, AS FM  
RS,e2,d0b1,STO PLUS
RS,e2,d0c8,SAN     
RS,e2,d0ee,TREND   
RS,e2,d0ef,OK RADIO
RS,e2,d0fa, F.A.R. 
RS,e2,d0fe,PLANETA 
RS,e2,d178,BELAMI  
RS,e2,d182,STUDIO B
RS,e2,d201,RADIO K4
RS,e2,d202,  BEST  
RS,e2,d249,RADIO S 
RS,e2,d25c,PLAY    
RS,e2,d26b,RADIO S2
RS,e2,d28b,RADIO S2
RS,e2,d290,RADIO S3
RS,e2,d2ac,NO LIMIT
RS,e2,d2f0,RTV RNS2
RS,e2,d2f1,KLIK FM 
RS,e2,d2f3,RTV RNS1
RS,e2,d2f4,RTV RNS2
RS,e2,d2f6,RTS-BG 2
RS,e2,d2fa,RTS 202 
RS,e2,d2fe, YU ECO 
RS,e2,d2ff,RTS     
RS,e2,d333,RTV RNS3
RS,e2,d3af, AS FM  
RS,e2,d420,BB RADIO
RS,e2,d477, PINK   
RS,e2,d496,--RTV-- 
RS,e2,d4be,DZENARIK
RS,e2,d962,R O C K 
RS,e2,da92,IFM 92.7
RS,e2,f000,PODRINJE
RS,e2,f031,Plus Rad
RS,e2,f0f0,RTV AS  
RS,e2,f111,SREMSKI 
RS,e2,f678,BUM  BUM
RS,e2,f696,NOVOSTI 
RS,e2,ff03,RESAVSKI
RS,e2,ff12,*BRAVO* 
RU,e0,0005, KAZHDY 
RU,e0,0015,  ABTO  
RU,e0,1011,YUMOR FM
RU,e0,1018,EUROPA P
RU,e0,1057,PETPO FM
RU,e0,1111, EUROPA 
RU,e0,1212,MAXIMUM 
RU,e0,185c,DOPO*HOE
RU,e0,1c2a,IVANOVO 
RU,e0,2229,VATAN   
RU,e0,3173, HOBOE  
RU,e0,3201,REPORTER
RU,e0,3712,HOBOE   
RU,e0,3713,HOBOE   
RU,e0,4482,KASKAD  
RU,e0,4a7e,RUSSKOE 
RU,e0,4e4e,SHANSON 
RU,e0,5300,RADIO MV
RU,e0,5320, EUROPA 
RU,e0,5c89,HIT FM A
RU,e0,6000, NASHE  
RU,e0,6104,Russkoe 
RU,e0,6706,  ABTO  
RU,e0,7003,DOROZNOE
RU,e0,7005,HUMOR-FM
RU,e0,7010, RECORD 
RU,e0,7012, AUGUST 
RU,e0,701e,EUROPA+ 
RU,e0,7021, LOVE   
RU,e0,7026,EUROPA P
RU,e0,7062,  PILOT 
RU,e0,7067, ROCK   
RU,e0,7068,JAM  FM 
RU,e0,7069,ECHO EKB
RU,e0,7071,PYCCKOE 
RU,e0,7077,RADIO 7 
RU,e0,7081,SHANSON 
RU,e0,7090,  ECHO  
RU,e0,7098, DFM    
RU,e0,7099,PYCCKOE 
RU,e0,7101,RADIOLA 
RU,e0,7103,MAXIMUM 
RU,e0,7104,EXOPENZA
RU,e0,7128,MAYAK 24
RU,e0,7200, EUROPA 
RU,e0,7201,  FOR2  
RU,e0,7202, ENERGY 
RU,e0,7203,     DFM
RU,e0,7204,PYCCKOE 
RU,e0,7205,HUMOR FM
RU,e0,7211,ROMANTIK
RU,e0,7213, EUROPA 
RU,e0,7217,YUMOR FM
RU,e0,7218,  ABTO  
RU,e0,7224,TAXI FM 
RU,e0,7232,RUSSKOE 
RU,e0,7235,DETSKOE 
RU,e0,7244, KP-DON 
RU,e0,7255,VOLNA FM
RU,e0,7261,  ABTO  
RU,e0,7269,UMOR-FM 
RU,e0,7275,TATAR-FM
RU,e0,7287,DORO*HOE
RU,e0,732d, 1 KANAL
RU,e0,7337,SIL*RAIN
RU,e0,7340,  VANYA 
RU,e0,7361,RADIO KP
RU,e0,7388,SPORT FM
RU,e0,7405,YUMOR FM
RU,e0,7448, ENERGY 
RU,e0,7563,RYCCKOE 
RU,e0,7586,ROSSIYA 
RU,e0,7620,TRANSMIT
RU,e0,76a8,DORO*HOE
RU,e0,7701,  AVTO  
RU,e0,7702,-ENERGY-
RU,e0,7704,PETPO FM
RU,e0,7705,HUMOR FM
RU,e0,7706,  MEGA  
RU,e0,7707,SHANSON 
RU,e0,7709,  DFM   
RU,e0,770a,  3XO   
RU,e0,7710,  AVTO  
RU,e0,7712, LikeFM 
RU,e0,7713,MOCKBAFM
RU,e0,7714,SPORT FM
RU,e0,7715,KARNAVAL
RU,e0,7716,RELAX-FM
RU,e0,7717,RADIO MB
RU,e0,7719,  MONTE 
RU,e0,7720,  JAZZ  
RU,e0,7721,  VERA  
RU,e0,7724, DACHA  
RU,e0,7725, RU.FM  
RU,e0,7728, NASHE  
RU,e0,7729,BUSINESS
RU,e0,7731,CHOCOLAT
RU,e0,7732,RUHIT.FM
RU,e0,7734,DOPO*HOE
RU,e0,7735, DETSKOE
RU,e0,7738,KOMMERSA
RU,e0,7740,VESTI FM
RU,e0,7741,BECHA FM
RU,e0,7742,RADIO KP
RU,e0,7743, BOCTOK 
RU,e0,7744,COMEDY  
RU,e0,7745,ZHARA FM
RU,e0,7746,FM 105.2
RU,e0,7747,CTRAHAFM
RU,e0,7751,NASHE   
RU,e0,7754, RODNYH 
RU,e0,7756,PYCCKOE 
RU,e0,7760, EUROPA 
RU,e0,7761,  ABTO  
RU,e0,7777,  ABTO  
RU,e0,7786, MAYAK  
RU,e0,7789,EUROPA+ 
RU,e0,7791,NASHE   
RU,e0,77c1,  LOVE  
RU,e0,7800,BALTIKA 
RU,e0,7801,NOSTALGI
RU,e0,7805, Ivolna 
RU,e0,781b,PITER FM
RU,e0,7822,RETRO FM
RU,e0,7827,DOPO*HOE
RU,e0,7842,YMOR FM 
RU,e0,7848,RADIORUS
RU,e0,7849, RECORD 
RU,e0,7851, ZENIT  
RU,e0,7856, DACHA  
RU,e0,7859,-DACHA- 
RU,e0,785a,hermitag
RU,e0,7879,ELDO    
RU,e0,7890,PITER FM
RU,e0,78a4,RADIO-53
RU,e0,78d0,RUSSKOE 
RU,e0,7900,BIGRADIO
RU,e0,7905,* AVTO *
RU,e0,7907,NIKA FM 
RU,e0,796e,*EUROPA*
RU,e0,7970,AVTO    
RU,e0,7992, PROSTO 
RU,e0,7995, NOVAYA 
RU,e0,7997,DORO*NOE
RU,e0,799b,  ABTO  
RU,e0,79a0,EUROPA P
RU,e0,79a1,RADIODAY
RU,e0,79b0,AVTO    
RU,e0,79b7,RADIO 7 
RU,e0,79b9,104.4 FM
RU,e0,7a21,RADIO 7 
RU,e0,7a42,RUSSKOE 
RU,e0,7a47,PYCCKOE 
RU,e0,7a51,PYCCKOE 
RU,e0,7a60,RETRO FM
RU,e0,7a88, Baltic 
RU,e0,7aa1,KLASSIKA
RU,e0,7ad1,7 HE6O R
RU,e0,7ae0,RETRO FM
RU,e0,7b00,RADIO MI
RU,e0,7b55,BUSINESS
RU,e0,7b5b,STOLICA 
RU,e0,7b5c,GELENDZH
RU,e0,7b71,PYCCKOE 
RU,e0,7b76,YUMOR FM
RU,e0,7b9d,RADIO107
RU,e0,7ba2, MIR STA
RU,e0,7bc0, PRIME  
RU,e0,7bc1,POCTOBFM
RU,e0,7c00, YULDASH
RU,e0,7c01,SPUTNIK 
RU,e0,7c10,Gubernia
RU,e0,7c25,RADIO2X2
RU,e0,7c30,PYCCKOE 
RU,e0,7c36,   DFM  
RU,e0,7c60,EUROPA  
RU,e0,7c64, BOLGAR 
RU,e0,7c6f,ISKATEL 
RU,e0,7c7b,RETRO FM
RU,e0,7c80,MARIA FM
RU,e0,7c89,N-RADIO 
RU,e0,7c90,RANDEVU 
RU,e0,7c98, MAYAK  
RU,e0,7ca0,DORO*NOE
RU,e0,7ca9,  ABTO  
RU,e0,7cb0,NOSTALGI
RU,e0,7cc3,KOT FM  
RU,e0,7cdb,RADIO2X2
RU,e0,7d1f,GorodFM 
RU,e0,7d36,RADIO C 
RU,e0,7d4f,INTERRA 
RU,e0,7d54,*RNV FM 
RU,e0,7d56, MAYAMA 
RU,e0,7d5f,  ABTO  
RU,e0,7d60, RECORD 
RU,e0,7d65,SPUTNIK 
RU,e0,7d80,KONTINTL
RU,e0,7d81,SHANSON 
RU,e0,7d84,L-RADIO 
RU,e0,7d8d, 100 FM 
RU,e0,7e01, RADIO-3
RU,e0,7e09,PYCCKOE 
RU,e0,7e60,EUROPA  
RU,e0,7e65, ENERGY 
RU,e0,7ea0,UNITON  
RU,e0,7ea1,GORVOLNA
RU,e0,7eb0, RADIO  
RU,e0,7fef,RETRO FM
RU,e0,7fff,RETRO FM
RU,e0,8048,  ABTO  
RU,e0,809f,M-Volna 
RU,e0,80b9,RADIO-7 
RU,e0,82ef,DORO*NOE
RU,e0,884d, NASHE  
RU,e0,9250,RETRO-FM
RU,e0,9920,NASHE   
RU,e0,9999,HIT-FM  
RU,e0,c000,RadioDen
RU,e0,c01c,NRJ     
RU,e0,c202,BAHR90.5
RU,e0,f000, MNHTTN 
RU,e0,f220,NRJ 93.8
RU,e0,f44f, ZVEZDA 
SE,e3,1058,PARTILLE
SE,e3,5000,FUNRADIO
SE,e3,6699,  GULD  
SE,e3,8844,-ACTIVE-
SE,e3,8900,NORRKPNG
SE,e3,973c,104.7HBG
SE,e3,a000,VIKING  
SE,e3,e002," 90,2   "
SE,e3,e004,BurlövNR
SE,e3,e005,MALMÖ-  
SE,e3,e007,Trelle- 
SE,e3,e020, KIRUNA 
SE,e3,e028,Falköpin
SE,e3,e02a,SV POP  
SE,e3,e034,"**88,4**"
SE,e3,e035,SR P6   
SE,e3,e040,Ra Thn  
SE,e3,e058,FILADELF
SE,e3,e05f,R-STRAND
SE,e3,e062,HANINGE 
SE,e3,e065,STHLM101
SE,e3,e080,VINYL967
SE,e3,e084,BOLLBROG
SE,e3,e089,Sand    
SE,e3,e099,-ACTIVE-
SE,e3,e09e,"SGR 90,2"
SE,e3,e0a6, S-HAMN 
SE,e3,e0a8,KANON-FM
SE,e3,e0a9,SYDVÄST 
SE,e3,e0b5,UM HAR  
SE,e3,e0b6,Sotenäs 
SE,e3,e0b7,Jukebox 
SE,e3,e0c1,LINKOPNG
SE,e3,e0c7,BOHUSLAN
SE,e3,e0c8,"GNF103,1"
SE,e3,e0ca,"GNF 94,9"
SE,e3,e0d5,RadioSol
SE,e3,e0d9,SYDVÄST 
SE,e3,e0e0,Radio 45
SE,e3,e0ee,PULS FM 
SE,e3,e201,SR P1   
SE,e3,e203,SR P3   
SE,e3,e220,  NRJ   
SE,e3,e224,SR P4   
SE,e3,e241, RIX FM 
SE,e3,e243,MEGAPOL 
SE,e3,e246,SKE-A   
SE,e3,e2a0,ROCK    
SE,e3,e2a4, LUGNA  
SE,e3,e2a7, BANDIT 
SE,e3,e2a8, VINYL  
SE,e3,e402,SR P2   
SE,e3,e424,SR      
SE,e3,e440,STAR FM 
SE,e3,e444, POWER  
SE,e3,e445,STAR FM 
SE,e3,e446,SKE-A   
SE,e3,e4c6,TREBY   
SE,e3,e524,SR      
SE,e3,e543,MEGAPOL 
SE,e3,e5ba,BASTAD  
SE,e3,e5c7,BOHUSLAN
SE,e3,e5fb,-PIRATE-
SE,e3,e624,SR      
SE,e3,e724,SR      
SE,e3,e824,SR      
SE,e3,e924,SR      
SE,e3,e943,MIX105.5
SE,e3,ea24,SR      
SE,e3,eb24,SR      
SE,e3,ebb8,GOLD FM 
SE,e3,ebc4,TREBY   
SE,e3,ec02,P2 Musik
SE,e3,ec24,SR      
SE,e3,ec25,SR P5 St
SE,e3,ed24,SR      
SE,e3,ee24,SR      
SE,e3,eefa,LITE FM 
SE,e3,eeff,PRIME   
SE,e3,ef24,SR      
SE,e3,ef41, RIX FM 
SE,e3,efc7,LUNDS   
SE,e3,f001,NORD    
SE,e3,f00a,VVAG98.5
SE,e3,ffff,RADIOKBA
SI,e4,9201,  PRVI  
SI,e4,9202,VAL 202 
SI,e4,9203,  ARS   
SI,e4,9314, CENTER 
SI,e4,9316,  ROCK  
SI,e4,932e,PRIM.VAL
SI,e4,932f,OGNJISCE
SI,e4,933a,RADIO SI
SI,e4,9357,RADIO 1 
SI,e4,935e,FANTASI 
SI,e4,9409,  R94   
SI,e4,940b, ANTENA 
SI,e4,940c,ROCK CE 
SI,e4,9410,Veseljak
SI,e4,9411,CAPODIST
SI,e4,9412, CAPRIS 
SI,e4,9413, CELJE  
SI,e4,9414, CENTER 
SI,e4,9415,  CITY  
SI,e4,9416,  ROCK  
SI,e4,9418,ROCK MB 
SI,e4,9419,FANTASY 
SI,e4,941a,EKSPRES 
SI,e4,941c, AKTUAL 
SI,e4,941d,ENA SAV 
SI,e4,941e, GORENC 
SI,e4,941f,  HIT   
SI,e4,9421,RADIO KP
SI,e4,9422, KRANJ  
SI,e4,9423,  KRKA  
SI,e4,9425, LASER  
SI,e4,9426,MARIBOR 
SI,e4,9428,  MAXI  
SI,e4,942a,MURS.VAL
SI,e4,942b, NET FM 
SI,e4,942c, CENTER 
SI,e4,942f,OGNJISCE
SI,e4,9430, BREZJE 
SI,e4,9433, PRLEK  
SI,e4,9434,  PTUJ  
SI,e4,9436, ROBIN  
SI,e4,9437, ROGLA  
SI,e4,9438,SALOMON 
SI,e4,9439,SevVesLi
SI,e4,943b,S.GORICE
SI,e4,943c,  SORA  
SI,e4,943d, SRAKA  
SI,e4,943f,STAJ.VAL
SI,e4,9440,STUDENT 
SI,e4,9441,AKTUAL O
SI,e4,9442,RADIO 1 
SI,e4,9443,AKTUAL K
SI,e4,9444,TRIGLAV 
SI,e4,9445, UNIVOX 
SI,e4,9448,VELENJE 
SI,e4,9449,VESELJAK
SI,e4,944a,ENA MS  
SI,e4,944c,ZEL. VAL
SI,e4,944e,AKTUAL D
SI,e4,9450,ALP. VAL
SI,e4,9451,FANTASI 
SI,e4,9452,KOROSKI 
SI,e4,9453,  MARS  
SI,e4,9454,MOJRADIO
SI,e4,9455,94 NOTR 
SI,e4,9456,  MMR   
SI,e4,9457, ENA MB 
SI,e4,9458,CELJ.VAL
SI,e4,9459,RADIO 2 
SI,e4,945b,  BOB   
SI,e4,9516, ROCK S 
SI,e4,9557, ENA NM 
SI,e4,9614,CENTER C
SI,e4,9657, ENA KP 
SI,e4,972e, ODMEV  
SI,e4,9857, ENA LJ 
SI,e4,9957, ENA NG 
SI,e4,9a14,CENTER K
SI,e4,9a57, ENA KR 
SI,e4,9b57,GEOSS   
SI,e4,9c57, ENA VR 
SK,e2,5071,* SITY *
SK,e2,5073,ALIGATOR
SK,e2,5074,  VIVA  
SK,e2,5080,ROCK    
SK,e2,5083,RADIOMAX
SK,e2,5086,RADIOYES
SK,e2,5087,PIESTANY
SK,e2,508b,MODRA   
SK,e2,508c, REBECA 
SK,e2,508e, R-PLUS 
SK,e2,5091,ZahorRad
SK,e2,50b1,  BETA  
SK,e2,50b4,RADIOONE
SK,e2,50b5,RADIO7  
SK,e2,50b7, LIPTOV 
SK,e2,50b8,RETRO   
SK,e2,50e2,SKYRADIO
SK,e2,51b2,FRONTIN 
SK,e2,5201, SRO 1  
SK,e2,5202,RADIO_FM
SK,e2,5208, PATRIA 
SK,e2,5218,  VLNA  
SK,e2,521b, DEVIN  
SK,e2,521d,EXPRES  
SK,e2,5330, KOSICE 
SK,e2,5340,FUNRADIO
SK,e2,5343,LUMEN   
SK,e2,5345,ANT.ROCK
SK,e2,5349,Jazz FM 
SK,e2,534f,EUROPA 2
SK,e2,5352,K I S S 
SK,e2,5353, SPORT  
SK,e2,5354,JEMNE   
SK,e2,5355,BEST FM 
SK,e2,5560,REGINA Z
SK,e2,5561, PATRIA 
SK,e2,5565,  WOW!  
SK,e2,5566,=MUZIKA=
SK,e2,5960,REGINA S
SK,e2,5d60,REGINA V
SM,e1,310a,S.MARINO
SM,e1,31bc, CLASSIC
TR,e3,000a,TRTHABER
TR,e3,0320,POLIS   
TR,e3,0323,RADYO K 
TR,e3,0456,RADYOHAN
TR,e3,0f44,CAGLARFM
TR,e3,1007,CUKUROVA
TR,e3,1011,  FM32  
TR,e3,1029,MERTFM  
TR,e3,1033,SEYHAN  
TR,e3,1111,ARABESK 
TR,e3,1112,TRT RAD3
TR,e3,1275,AKD UNI 
TR,e3,127c,UMUT    
TR,e3,12cc,POLIS   
TR,e3,1344,BEYZADEF
TR,e3,1955,ADA     
TR,e3,1ff3,POWERPOP
TR,e3,2020,ASFM    
TR,e3,20cc,KLAS    
TR,e3,2102,BATIRDYO
TR,e3,2211,CANRADYO
TR,e3,2307,MANAVGAT
TR,e3,2575,SUPER   
TR,e3,2607,NESTERFM
TR,e3,3005,RADYONET
TR,e3,3006,TRTNAGME
TR,e3,300b,MRT FM  
TR,e3,300c, A V M  
TR,e3,300f,BUCAK FM
TR,e3,3013,RADYONET
TR,e3,3014,RD SAHIL
TR,e3,3018,LOKUM FM
TR,e3,301a,TRTWORLD
TR,e3,301c,LIVA    
TR,e3,301f,RENK FM 
TR,e3,3020, POLIS  
TR,e3,3021,POLIS   
TR,e3,3024,FENER   
TR,e3,3027,ADANA FM
TR,e3,3029,ASK FM  
TR,e3,302f,CEMRE   
TR,e3,3030,RD HAYAT
TR,e3,3033,ATAK FM 
TR,e3,3034,ANKARA  
TR,e3,3036,RADYO 16
TR,e3,3037,BASKENT 
TR,e3,303a,Akdeniz 
TR,e3,3044,enerji  
TR,e3,3046,Mesk FM 
TR,e3,304c,TARZ FM 
TR,e3,3050,RADYOSES
TR,e3,3056,ASR FM  
TR,e3,3058,TUTKU FM
TR,e3,305d,DEVREKFM
TR,e3,305f,FENOMEN 
TR,e3,3068,RADYO 11
TR,e3,3071,MENEMEN 
TR,e3,307a,RADYO A 
TR,e3,3080,RADYODTU
TR,e3,3087,100.5 AT
TR,e3,308f,IMAJ FM 
TR,e3,309b,MAKROFM 
TR,e3,30a8,MERCAN  
TR,e3,30a9, SIARAY 
TR,e3,30f4,JEST FM 
TR,e3,30f5,PAL     
TR,e3,3108,TRTNAGME
TR,e3,3132,TECH    
TR,e3,3158,RD PLAY 
TR,e3,317b,92.6 MHZ
TR,e3,318a,SLOWTIME
TR,e3,31a4,EGE     
TR,e3,31bd, TRAFIK 
TR,e3,31d5,Rd Spor 
TR,e3,3201,TRT-FM  
TR,e3,3202,TRT RD-1
TR,e3,3203,TRT RD-3
TR,e3,3204,TRTTURKU
TR,e3,3205,TRT     
TR,e3,3206,TRT     
TR,e3,3207,TRTTURKU
TR,e3,3208,TRTNAGME
TR,e3,3209,TRT     
TR,e3,320d, a haber
TR,e3,3210,RD KURDI
TR,e3,3211,A SPOR  
TR,e3,3212,JOYTURK 
TR,e3,3213,POWERPOP
TR,e3,3214,KRAL POP
TR,e3,3216,NTVRADYO
TR,e3,3217,AKRA-FM 
TR,e3,3219,ALEM FM 
TR,e3,321a,RD VIVA 
TR,e3,321b,  SPOR  
TR,e3,321c,NUMBER 1
TR,e3,321d,BEST FM 
TR,e3,321e,SHOW RD 
TR,e3,3220,DIYANET 
TR,e3,3224,TGRT FM 
TR,e3,3226,NR1 TURK
TR,e3,3227,POWER TR
TR,e3,3229,METRO FM
TR,e3,322a,RADYO D 
TR,e3,322d,A HABER 
TR,e3,322e,SUPER FM
TR,e3,3231, SEMERKA
TR,e3,3232,POWER FM
TR,e3,3233, ERKAM  
TR,e3,3234,RADYO 7 
TR,e3,3235,PAL     
TR,e3,323c,RD VAV  
TR,e3,324a,LALEGUL 
TR,e3,3254,JOY FM  
TR,e3,325c,PIRAMIT 
TR,e3,325f,SIARAY  
TR,e3,3260,KAMPUSFM
TR,e3,3280,SUPER FM
TR,e3,3283,*ZEYTIN*
TR,e3,3294,TURKUVAZ
TR,e3,32f8,ALATURKA
TR,e3,3400,NURS FM 
TR,e3,3405,RS FM   
TR,e3,3408,BLOOMBER
TR,e3,340c,CNN TURK
TR,e3,3410,RD TUTKU
TR,e3,3411,RD VENUS
TR,e3,3415,KARA    
TR,e3,341e,SILOPIFM
TR,e3,3420,KUPE FM 
TR,e3,342a,KEYF FM 
TR,e3,3431,BIZIM FM
TR,e3,343b,RD RiTiM
TR,e3,343d,PAL FM  
TR,e3,343e,FUTURE G
TR,e3,3442,BOGAZICI
TR,e3,3443,STAR    
TR,e3,3447,MISK FM 
TR,e3,3449,RD2000  
TR,e3,344b,BAYRAMFM
TR,e3,344e,RADYO-K 
TR,e3,344f,RD HEVI 
TR,e3,3453,LOUNGE  
TR,e3,3454,PWR LOVE
TR,e3,3455,YILDIZFM
TR,e3,3458,DOLUNAY 
TR,e3,3459,OZEL FM 
TR,e3,345b, LUXURY 
TR,e3,345c,JOY FM  
TR,e3,345e,PAL DOGA
TR,e3,3463,ANADOLU 
TR,e3,346b,BIZIM   
TR,e3,346e,HABER   
TR,e3,346f,RS FM   
TR,e3,3470,LIGRADYO
TR,e3,3471,PAL     
TR,e3,3472,SEYR FM 
TR,e3,3474,FENOMEN 
TR,e3,3475,HT RADYO
TR,e3,3477,FEZA    
TR,e3,347d,YONRADYO
TR,e3,347e,IST SESI
TR,e3,3481, SEYMEN 
TR,e3,3483,CEMRADYO
TR,e3,3484,EKSEN   
TR,e3,3488,RD MEGA 
TR,e3,3489,GRT FM  
TR,e3,348a,METEORFM
TR,e3,348b,MEDYA FM
TR,e3,348e, NUR FM 
TR,e3,3493,KUPE FM 
TR,e3,34a4,ROMANTIK
TR,e3,34af,VIRGIN  
TR,e3,34b2,ACIK RAD
TR,e3,34d8, KURêAN 
TR,e3,34e5,UMUT FM 
TR,e3,34f1,OLAY FM 
TR,e3,3501,Sampiyon
TR,e3,3504,KENT FM 
TR,e3,350a,PARK FM 
TR,e3,351a,RADYO S 
TR,e3,351f,TURK    
TR,e3,3521,ULUDAGFM
TR,e3,3529,  AKTIF 
TR,e3,352b,KARADENI
TR,e3,3531,GUNES FM
TR,e3,353d,BURSADA 
TR,e3,3540,VOYAGE  
TR,e3,3551,Kesan FM
TR,e3,3555,TEMPO FM
TR,e3,3556,GONCA   
TR,e3,355b,RD MAVi 
TR,e3,355e,KOCAELI 
TR,e3,3562,MEGA FM 
TR,e3,3563,NIKOMDYA
TR,e3,3567,RD SIRIN
TR,e3,3568,GONCA   
TR,e3,3569,ADA FM  
TR,e3,356b,RD STOP 
TR,e3,356f,RADYONET
TR,e3,3571,AKYAZIFM
TR,e3,3572,RADYO264
TR,e3,3575,RD MEGA 
TR,e3,3578,RADYO 35
TR,e3,3579,K.I.    
TR,e3,357a,ARMONIFM
TR,e3,358e,RADYO 34
TR,e3,3597,LINE    
TR,e3,359a,MESAJ FM
TR,e3,359f,DEGISIM 
TR,e3,35a0,RADYO 81
TR,e3,35a1,RD OGUT 
TR,e3,35a5,SANCAK  
TR,e3,3607,SIDE FM 
TR,e3,3609,EEEEEEE 
TR,e3,3612,101.9MHz
TR,e3,3613,RD KENT 
TR,e3,3629,KUMSAL  
TR,e3,3637,RD TREND
TR,e3,363c,RD SHEMA
TR,e3,3679,ISPARTA 
TR,e3,367a,FM 101.3
TR,e3,3692,RADYO   
TR,e3,3694,BANKO   
TR,e3,3696,RADYO 80
TR,e3,3699,YAKAMOZ 
TR,e3,36ff,KUSADASI
TR,e3,370c,KOLAYLI 
TR,e3,3712,GERCEK  
TR,e3,3714,AYMEGA  
TR,e3,3734,RADYOEGE
TR,e3,3738,iMBAT FM
TR,e3,3742,VIRGIN  
TR,e3,374c,EGE     
TR,e3,375d,KORDELYA
TR,e3,3760,RD PAUSE
TR,e3,3778,RD AKIGO
TR,e3,378a,KOLEJ FM
TR,e3,3792,FRT FM  
TR,e3,37b2,KORDONFM
TR,e3,380e,BEYAZ   
TR,e3,380f,KARADENZ
TR,e3,3826, OSTIM  
TR,e3,3828,OZGUR   
TR,e3,382a,Besk FM 
TR,e3,3838,ANKARA  
TR,e3,3839,VIZYON  
TR,e3,3854,KUTAHYA 
TR,e3,3857,BADE FM 
TR,e3,385b,TEMPO   
TR,e3,3871,KARACDAG
TR,e3,3888,RIBAT FM
TR,e3,3889,23332 02
TR,e3,3893,3537773 
TR,e3,38a9,PLAK FM 
TR,e3,38c0,ENDERUN 
TR,e3,38e1,HEDEF   
TR,e3,38e3,DOST FM 
TR,e3,38e4,AVRASYA 
TR,e3,38e5,MAX FM  
TR,e3,38e6,BASKENT 
TR,e3,38e7,MEGASITE
TR,e3,38e8,SHEMA   
TR,e3,38f4,RADYO 58
TR,e3,395f,MUZIGIN 
TR,e3,3985,CLASSTÜR
TR,e3,39ae,GEBZE FM
TR,e3,39f8,SES FM  
TR,e3,3a36,ONEY    
TR,e3,3a3b,HUZUR   
TR,e3,3a43,PAL DOGA
TR,e3,3a4a,OZLEM FM
TR,e3,3a55, AKTIF  
TR,e3,3a6d, vitamin
TR,e3,3a79,ZONGULDK
TR,e3,3a7f,GENC FM 
TR,e3,3afa,RAKS FM 
TR,e3,3b0d,BILKENT 
TR,e3,3b51,FM 23   
TR,e3,3c3f,KENT FM 
TR,e3,3cbc,RADYONET
TR,e3,3d13,FM 19   
TR,e3,3e1e,FM 98.00
TR,e3,3f1d,MALATYA 
TR,e3,4000,RADYOGUN
TR,e3,40a0,RD HIRAS
TR,e3,40a7,MESAJ-FM
TR,e3,40ac,MERSINFM
TR,e3,40b7,RAHMETFM
TR,e3,413a,RADYOTEK
TR,e3,4141,SUPER FM
TR,e3,4242,KARAMAN 
TR,e3,431a,DILARAFM
TR,e3,4444,RADYOSES
TR,e3,4532, EFE FM 
TR,e3,4598, GIMSA  
TR,e3,47b9,MIX     
TR,e3,4a48,METRONOM
TR,e3,4af5,HIGHWAY 
TR,e3,5220,ANKARA  
TR,e3,5412,  MOLA  
TR,e3,55fb,RISALET 
TR,e3,567d,YILDIZ  
TR,e3,5746,DiLARA  
TR,e3,6100,DIYANET 
TR,e3,623f,SIARAY  
TR,e3,62df,CAGRI FM
TR,e3,6645,rd vav  
TR,e3,7272,RADYOGUL
TR,e3,77cb,GOZDE FM
TR,e3,78a1,TIME    
TR,e3,7c00,DAMLA FM
TR,e3,8000,SHOW RD 
TR,e3,8080,ENDER   
TR,e3,8453,SIARAY  
